text,amount,label,metadata
Purchase at Whole Foods for groceries. Date: 2025-04-05. Status: Cleared.,183.9,0,merchant:Whole Foods
Purchase at Shell Station for shopping. Date: 2025-02-24. Status: Cleared.,157.06,0,merchant:Shell Station
Purchase at Shell Station for shopping. Date: 2025-02-09. Status: Cleared.,274.33,0,merchant:Shell Station
Purchase at Shell Station for dining. Date: 2025-03-01. Status: Cleared.,227.7,0,merchant:Shell Station
Purchase at Target for shopping. Date: 2025-08-14. Status: Cleared.,56.8,0,merchant:Target
Urgent wire transfer detected. Keyword: urgent. Destination: Russia. Amount: $10530.92. Risk: High.,10530.92,1,keyword:urgent
Purchase at Walmart for groceries. Date: 2025-11-10. Status: Cleared.,134.92,0,merchant:Walmart
Purchase at Walmart for shopping. Date: 2025-02-15. Status: Cleared.,95.7,0,merchant:Walmart
Purchase at Amazon for dining. Date: 2025-07-18. Status: Cleared.,117.1,0,merchant:Amazon
Purchase at Shell Station for dining. Date: 2025-11-10. Status: Cleared.,271.59,0,merchant:Shell Station
Purchase at Amazon for transport. Date: 2025-02-04. Status: Cleared.,38.49,0,merchant:Amazon
Purchase at Whole Foods for entertainment. Date: 2025-01-28. Status: Cleared.,18.51,0,merchant:Whole Foods
Purchase at Whole Foods for dining. Date: 2025-02-12. Status: Cleared.,130.4,0,merchant:Whole Foods
Purchase at Amazon for groceries. Date: 2025-11-21. Status: Cleared.,187.39,0,merchant:Amazon
Purchase at Whole Foods for groceries. Date: 2025-08-09. Status: Cleared.,293.0,0,merchant:Whole Foods
Purchase at Target for transport. Date: 2025-04-23. Status: Cleared.,13.66,0,merchant:Target
Purchase at Starbucks for utilities. Date: 2025-10-03. Status: Cleared.,262.35,0,merchant:Starbucks
Purchase at Walmart for dining. Date: 2025-05-07. Status: Cleared.,147.37,0,merchant:Walmart
Purchase at Uber for dining. Date: 2025-01-27. Status: Cleared.,190.52,0,merchant:Uber
Purchase at Shell Station for groceries. Date: 2025-08-19. Status: Cleared.,49.05,0,merchant:Shell Station
Purchase at Walmart for utilities. Date: 2025-02-06. Status: Cleared.,217.1,0,merchant:Walmart
Urgent wire transfer detected. Keyword: crypto. Destination: Russia. Amount: $21682.93. Risk: High.,21682.93,1,keyword:crypto
Purchase at Netflix for utilities. Date: 2025-09-01. Status: Cleared.,78.46,0,merchant:Netflix
Purchase at Shell Station for groceries. Date: 2025-09-23. Status: Cleared.,202.53,0,merchant:Shell Station
Purchase at Target for utilities. Date: 2025-10-10. Status: Cleared.,232.37,0,merchant:Target
Purchase at Shell Station for dining. Date: 2025-01-31. Status: Cleared.,60.86,0,merchant:Shell Station
Purchase at Whole Foods for groceries. Date: 2025-01-22. Status: Cleared.,83.4,0,merchant:Whole Foods
Purchase at Shell Station for entertainment. Date: 2025-05-06. Status: Cleared.,82.21,0,merchant:Shell Station
Purchase at Netflix for shopping. Date: 2025-10-10. Status: Cleared.,8.19,0,merchant:Netflix
Purchase at Target for entertainment. Date: 2025-05-08. Status: Cleared.,5.7,0,merchant:Target
Purchase at Starbucks for dining. Date: 2025-03-07. Status: Cleared.,42.51,0,merchant:Starbucks
Urgent wire transfer detected. Keyword: suspicious. Destination: Russia. Amount: $45494.33. Risk: High.,45494.33,1,keyword:suspicious
Purchase at Whole Foods for utilities. Date: 2025-09-02. Status: Cleared.,256.98,0,merchant:Whole Foods
Purchase at Shell Station for transport. Date: 2025-01-28. Status: Cleared.,137.06,0,merchant:Shell Station
Purchase at Shell Station for groceries. Date: 2025-07-27. Status: Cleared.,44.06,0,merchant:Shell Station
Purchase at Uber for shopping. Date: 2025-07-10. Status: Cleared.,81.04,0,merchant:Uber
Purchase at Starbucks for shopping. Date: 2025-05-19. Status: Cleared.,203.22,0,merchant:Starbucks
Purchase at Uber for shopping. Date: 2025-07-17. Status: Cleared.,265.58,0,merchant:Uber
Purchase at Uber for transport. Date: 2025-09-14. Status: Cleared.,26.64,0,merchant:Uber
Purchase at Starbucks for groceries. Date: 2025-02-15. Status: Cleared.,73.75,0,merchant:Starbucks
Purchase at Starbucks for shopping. Date: 2025-07-15. Status: Cleared.,144.3,0,merchant:Starbucks
Purchase at Shell Station for transport. Date: 2025-08-06. Status: Cleared.,193.79,0,merchant:Shell Station
Purchase at Whole Foods for transport. Date: 2025-07-07. Status: Cleared.,33.65,0,merchant:Whole Foods
Purchase at Netflix for shopping. Date: 2025-01-13. Status: Cleared.,173.55,0,merchant:Netflix
Purchase at Shell Station for entertainment. Date: 2025-04-02. Status: Cleared.,44.75,0,merchant:Shell Station
Purchase at Target for entertainment. Date: 2025-03-28. Status: Cleared.,277.84,0,merchant:Target
Purchase at Shell Station for transport. Date: 2025-07-21. Status: Cleared.,193.77,0,merchant:Shell Station
Purchase at Netflix for utilities. Date: 2025-11-17. Status: Cleared.,41.88,0,merchant:Netflix
Purchase at Whole Foods for dining. Date: 2025-02-05. Status: Cleared.,260.46,0,merchant:Whole Foods
Purchase at Starbucks for groceries. Date: 2025-08-15. Status: Cleared.,278.52,0,merchant:Starbucks
Purchase at Walmart for groceries. Date: 2025-01-18. Status: Cleared.,78.21,0,merchant:Walmart
Purchase at Shell Station for transport. Date: 2025-11-18. Status: Cleared.,228.39,0,merchant:Shell Station
Purchase at Netflix for entertainment. Date: 2025-03-14. Status: Cleared.,77.09,0,merchant:Netflix
Purchase at Starbucks for shopping. Date: 2025-01-03. Status: Cleared.,183.22,0,merchant:Starbucks
Purchase at Whole Foods for entertainment. Date: 2025-03-12. Status: Cleared.,40.5,0,merchant:Whole Foods
Purchase at Shell Station for utilities. Date: 2025-06-27. Status: Cleared.,80.1,0,merchant:Shell Station
Purchase at Starbucks for entertainment. Date: 2025-07-06. Status: Cleared.,263.25,0,merchant:Starbucks
Purchase at Whole Foods for utilities. Date: 2025-05-10. Status: Cleared.,195.69,0,merchant:Whole Foods
Purchase at Netflix for entertainment. Date: 2025-06-30. Status: Cleared.,53.28,0,merchant:Netflix
Purchase at Walmart for entertainment. Date: 2025-12-07. Status: Cleared.,134.68,0,merchant:Walmart
Purchase at Target for groceries. Date: 2025-02-04. Status: Cleared.,175.97,0,merchant:Target
Purchase at Starbucks for entertainment. Date: 2025-03-16. Status: Cleared.,100.43,0,merchant:Starbucks
Purchase at Amazon for transport. Date: 2025-04-30. Status: Cleared.,60.61,0,merchant:Amazon
Purchase at Target for dining. Date: 2025-07-20. Status: Cleared.,243.5,0,merchant:Target
Purchase at Netflix for utilities. Date: 2025-12-06. Status: Cleared.,153.28,0,merchant:Netflix
Purchase at Walmart for dining. Date: 2025-05-27. Status: Cleared.,16.74,0,merchant:Walmart
Purchase at Target for utilities. Date: 2025-09-08. Status: Cleared.,215.59,0,merchant:Target
Purchase at Target for transport. Date: 2025-09-30. Status: Cleared.,161.71,0,merchant:Target
Purchase at Target for groceries. Date: 2025-05-30. Status: Cleared.,26.73,0,merchant:Target
Purchase at Whole Foods for utilities. Date: 2025-10-09. Status: Cleared.,51.76,0,merchant:Whole Foods
Purchase at Target for utilities. Date: 2025-09-03. Status: Cleared.,289.4,0,merchant:Target
Purchase at Walmart for entertainment. Date: 2025-07-09. Status: Cleared.,125.85,0,merchant:Walmart
Purchase at Whole Foods for transport. Date: 2025-02-01. Status: Cleared.,84.87,0,merchant:Whole Foods
Purchase at Amazon for transport. Date: 2025-05-18. Status: Cleared.,60.0,0,merchant:Amazon
Purchase at Walmart for entertainment. Date: 2025-10-22. Status: Cleared.,211.12,0,merchant:Walmart
Purchase at Starbucks for shopping. Date: 2025-12-06. Status: Cleared.,225.44,0,merchant:Starbucks
Purchase at Netflix for dining. Date: 2025-03-06. Status: Cleared.,227.41,0,merchant:Netflix
Purchase at Netflix for utilities. Date: 2025-10-04. Status: Cleared.,185.65,0,merchant:Netflix
Purchase at Amazon for utilities. Date: 2025-05-09. Status: Cleared.,229.03,0,merchant:Amazon
Purchase at Uber for utilities. Date: 2025-04-05. Status: Cleared.,284.14,0,merchant:Uber
Purchase at Starbucks for dining. Date: 2025-10-02. Status: Cleared.,56.25,0,merchant:Starbucks
Purchase at Walmart for transport. Date: 2025-10-06. Status: Cleared.,170.41,0,merchant:Walmart
Purchase at Target for dining. Date: 2025-07-14. Status: Cleared.,126.08,0,merchant:Target
Purchase at Netflix for utilities. Date: 2025-01-16. Status: Cleared.,184.8,0,merchant:Netflix
Purchase at Walmart for groceries. Date: 2025-05-26. Status: Cleared.,194.46,0,merchant:Walmart
Purchase at Walmart for transport. Date: 2025-09-23. Status: Cleared.,78.56,0,merchant:Walmart
Purchase at Shell Station for dining. Date: 2025-07-25. Status: Cleared.,232.87,0,merchant:Shell Station
Purchase at Starbucks for dining. Date: 2025-08-24. Status: Cleared.,119.98,0,merchant:Starbucks
Purchase at Uber for dining. Date: 2025-01-15. Status: Cleared.,158.98,0,merchant:Uber
Purchase at Walmart for dining. Date: 2025-11-04. Status: Cleared.,221.42,0,merchant:Walmart
Purchase at Walmart for shopping. Date: 2025-01-01. Status: Cleared.,24.45,0,merchant:Walmart
Purchase at Amazon for groceries. Date: 2025-03-13. Status: Cleared.,249.5,0,merchant:Amazon
Purchase at Uber for utilities. Date: 2025-04-15. Status: Cleared.,124.11,0,merchant:Uber
Purchase at Starbucks for dining. Date: 2025-02-19. Status: Cleared.,187.96,0,merchant:Starbucks
Purchase at Walmart for groceries. Date: 2025-09-09. Status: Cleared.,170.6,0,merchant:Walmart
Purchase at Target for dining. Date: 2025-09-10. Status: Cleared.,285.61,0,merchant:Target
Purchase at Walmart for shopping. Date: 2025-05-03. Status: Cleared.,287.33,0,merchant:Walmart
Purchase at Walmart for shopping. Date: 2025-06-28. Status: Cleared.,237.28,0,merchant:Walmart
Purchase at Target for utilities. Date: 2025-04-12. Status: Cleared.,222.15,0,merchant:Target
Purchase at Target for shopping. Date: 2025-11-08. Status: Cleared.,110.45,0,merchant:Target
Purchase at Whole Foods for shopping. Date: 2025-06-07. Status: Cleared.,222.82,0,merchant:Whole Foods
Purchase at Netflix for shopping. Date: 2025-06-16. Status: Cleared.,249.5,0,merchant:Netflix
Purchase at Walmart for utilities. Date: 2025-06-16. Status: Cleared.,253.23,0,merchant:Walmart
Purchase at Uber for entertainment. Date: 2025-08-14. Status: Cleared.,97.17,0,merchant:Uber
Purchase at Shell Station for dining. Date: 2025-06-20. Status: Cleared.,161.12,0,merchant:Shell Station
Purchase at Starbucks for groceries. Date: 2025-07-14. Status: Cleared.,297.05,0,merchant:Starbucks
Purchase at Uber for entertainment. Date: 2025-12-06. Status: Cleared.,202.87,0,merchant:Uber
Purchase at Shell Station for entertainment. Date: 2025-01-10. Status: Cleared.,196.76,0,merchant:Shell Station
Purchase at Uber for dining. Date: 2025-03-24. Status: Cleared.,112.08,0,merchant:Uber
Purchase at Starbucks for entertainment. Date: 2025-01-18. Status: Cleared.,83.43,0,merchant:Starbucks
Purchase at Target for entertainment. Date: 2025-08-08. Status: Cleared.,102.57,0,merchant:Target
Purchase at Netflix for shopping. Date: 2025-12-01. Status: Cleared.,211.56,0,merchant:Netflix
Purchase at Starbucks for utilities. Date: 2025-10-21. Status: Cleared.,140.14,0,merchant:Starbucks
Purchase at Whole Foods for groceries. Date: 2025-03-13. Status: Cleared.,156.38,0,merchant:Whole Foods
Purchase at Uber for transport. Date: 2025-10-14. Status: Cleared.,242.11,0,merchant:Uber
Purchase at Target for shopping. Date: 2025-05-23. Status: Cleared.,37.82,0,merchant:Target
Purchase at Walmart for groceries. Date: 2025-06-03. Status: Cleared.,112.39,0,merchant:Walmart
Purchase at Netflix for transport. Date: 2025-05-10. Status: Cleared.,167.72,0,merchant:Netflix
Urgent wire transfer detected. Keyword: crypto. Destination: Unknown. Amount: $3365.75. Risk: High.,3365.75,1,keyword:crypto
Purchase at Starbucks for transport. Date: 2025-06-30. Status: Cleared.,156.2,0,merchant:Starbucks
Urgent wire transfer detected. Keyword: crypto. Destination: Panama. Amount: $16644.6. Risk: High.,16644.6,1,keyword:crypto
Purchase at Netflix for shopping. Date: 2025-03-29. Status: Cleared.,15.52,0,merchant:Netflix
Purchase at Starbucks for utilities. Date: 2025-06-12. Status: Cleared.,263.87,0,merchant:Starbucks
Purchase at Walmart for shopping. Date: 2025-03-07. Status: Cleared.,233.64,0,merchant:Walmart
Purchase at Target for dining. Date: 2025-09-27. Status: Cleared.,226.92,0,merchant:Target
Purchase at Netflix for utilities. Date: 2025-12-02. Status: Cleared.,135.06,0,merchant:Netflix
Purchase at Shell Station for entertainment. Date: 2025-09-11. Status: Cleared.,197.72,0,merchant:Shell Station
Purchase at Whole Foods for groceries. Date: 2025-02-11. Status: Cleared.,32.15,0,merchant:Whole Foods
Purchase at Netflix for entertainment. Date: 2025-05-06. Status: Cleared.,120.82,0,merchant:Netflix
Purchase at Walmart for shopping. Date: 2025-01-29. Status: Cleared.,299.13,0,merchant:Walmart
Purchase at Starbucks for shopping. Date: 2025-05-17. Status: Cleared.,77.09,0,merchant:Starbucks
Purchase at Starbucks for transport. Date: 2025-01-12. Status: Cleared.,164.22,0,merchant:Starbucks
Purchase at Whole Foods for shopping. Date: 2025-12-06. Status: Cleared.,119.28,0,merchant:Whole Foods
Purchase at Netflix for groceries. Date: 2025-11-24. Status: Cleared.,291.02,0,merchant:Netflix
Purchase at Starbucks for shopping. Date: 2025-07-15. Status: Cleared.,146.61,0,merchant:Starbucks
Purchase at Uber for dining. Date: 2025-03-19. Status: Cleared.,58.14,0,merchant:Uber
Purchase at Netflix for utilities. Date: 2025-10-15. Status: Cleared.,167.97,0,merchant:Netflix
Purchase at Amazon for entertainment. Date: 2025-04-21. Status: Cleared.,243.79,0,merchant:Amazon
Purchase at Uber for transport. Date: 2025-07-04. Status: Cleared.,190.7,0,merchant:Uber
Purchase at Uber for transport. Date: 2025-07-20. Status: Cleared.,68.51,0,merchant:Uber
Purchase at Netflix for dining. Date: 2025-03-25. Status: Cleared.,241.48,0,merchant:Netflix
Purchase at Starbucks for utilities. Date: 2025-05-26. Status: Cleared.,274.72,0,merchant:Starbucks
Purchase at Whole Foods for dining. Date: 2025-01-02. Status: Cleared.,233.17,0,merchant:Whole Foods
Purchase at Amazon for entertainment. Date: 2025-09-16. Status: Cleared.,32.58,0,merchant:Amazon
Purchase at Target for shopping. Date: 2025-05-19. Status: Cleared.,283.91,0,merchant:Target
Purchase at Whole Foods for transport. Date: 2025-04-24. Status: Cleared.,291.17,0,merchant:Whole Foods
Urgent wire transfer detected. Keyword: shell company. Destination: Cyprus. Amount: $11009.04. Risk: High.,11009.04,1,keyword:shell company
Purchase at Target for dining. Date: 2025-10-20. Status: Cleared.,253.78,0,merchant:Target
Purchase at Target for dining. Date: 2025-09-04. Status: Cleared.,183.21,0,merchant:Target
Purchase at Walmart for shopping. Date: 2025-01-23. Status: Cleared.,277.55,0,merchant:Walmart
Purchase at Uber for shopping. Date: 2025-10-16. Status: Cleared.,87.54,0,merchant:Uber
Purchase at Whole Foods for utilities. Date: 2025-09-04. Status: Cleared.,150.25,0,merchant:Whole Foods
Purchase at Uber for transport. Date: 2025-01-11. Status: Cleared.,247.4,0,merchant:Uber
Purchase at Starbucks for dining. Date: 2025-11-23. Status: Cleared.,69.96,0,merchant:Starbucks
Purchase at Netflix for entertainment. Date: 2025-05-15. Status: Cleared.,286.67,0,merchant:Netflix
Purchase at Amazon for dining. Date: 2025-05-22. Status: Cleared.,68.51,0,merchant:Amazon
Purchase at Uber for entertainment. Date: 2025-04-28. Status: Cleared.,296.95,0,merchant:Uber
Purchase at Shell Station for transport. Date: 2025-12-04. Status: Cleared.,15.31,0,merchant:Shell Station
Purchase at Netflix for dining. Date: 2025-04-03. Status: Cleared.,103.86,0,merchant:Netflix
Purchase at Netflix for utilities. Date: 2025-11-24. Status: Cleared.,14.53,0,merchant:Netflix
Purchase at Amazon for groceries. Date: 2025-11-28. Status: Cleared.,236.8,0,merchant:Amazon
Purchase at Shell Station for groceries. Date: 2025-05-07. Status: Cleared.,140.4,0,merchant:Shell Station
Purchase at Walmart for utilities. Date: 2025-06-29. Status: Cleared.,258.2,0,merchant:Walmart
Purchase at Starbucks for entertainment. Date: 2025-01-06. Status: Cleared.,272.65,0,merchant:Starbucks
Purchase at Starbucks for dining. Date: 2025-03-18. Status: Cleared.,104.68,0,merchant:Starbucks
Purchase at Shell Station for groceries. Date: 2025-04-18. Status: Cleared.,166.47,0,merchant:Shell Station
Purchase at Whole Foods for transport. Date: 2025-09-27. Status: Cleared.,266.96,0,merchant:Whole Foods
Purchase at Target for transport. Date: 2025-07-28. Status: Cleared.,152.61,0,merchant:Target
Purchase at Amazon for groceries. Date: 2025-03-19. Status: Cleared.,137.5,0,merchant:Amazon
Purchase at Target for utilities. Date: 2025-10-26. Status: Cleared.,7.8,0,merchant:Target
Purchase at Uber for groceries. Date: 2025-10-16. Status: Cleared.,164.1,0,merchant:Uber
Purchase at Amazon for transport. Date: 2025-07-25. Status: Cleared.,229.27,0,merchant:Amazon
Purchase at Walmart for shopping. Date: 2025-03-20. Status: Cleared.,190.15,0,merchant:Walmart
Purchase at Target for dining. Date: 2025-08-11. Status: Cleared.,58.57,0,merchant:Target
Purchase at Uber for utilities. Date: 2025-04-01. Status: Cleared.,209.91,0,merchant:Uber
Purchase at Shell Station for transport. Date: 2025-08-05. Status: Cleared.,121.35,0,merchant:Shell Station
